,Date,Price,Open,High,Low,Change %
263,"Apr 12, 2020",79.95,78.64,81.05,78.52,2.94%
264,"Apr 11, 2020",79.95,78.64,81.05,78.52,2.94%
265,"Apr 10, 2020",79.95,78.64,81.05,78.52,2.94%
266,"Apr 09, 2020",79.95,78.64,81.05,78.52,2.94%
267,"Apr 08, 2020",77.67,78.18,78.18,76.98,-0.06%
268,"Apr 07, 2020",77.71,76.93,78.0,76.62,0.33%
269,"Apr 06, 2020",77.46,77.43,77.7,77.43,0.50%
270,"Apr 05, 2020",77.07,76.63,77.79,76.57,0.50%
271,"Apr 04, 2020",77.07,76.63,77.79,76.57,0.50%
272,"Apr 03, 2020",77.07,76.63,77.79,76.57,0.50%
273,"Apr 02, 2020",76.69,77.49,77.49,76.06,-0.16%
274,"Apr 01, 2020",76.82,77.66,77.66,75.66,-0.61%
275,"Mar 31, 2020",77.29,77.96,78.96,75.67,0.21%
276,"Mar 30, 2020",77.13,77.26,78.16,76.16,1.61%
277,"Mar 29, 2020",75.91,76.64,78.41,75.98,-2.72%
278,"Mar 28, 2020",75.91,76.64,78.41,75.98,-2.72%
279,"Mar 27, 2020",75.91,76.64,78.41,75.98,-2.72%
280,"Mar 26, 2020",78.04,79.45,79.97,77.19,-1.52%
281,"Mar 25, 2020",79.24,78.7,81.1,75.6,1.09%
282,"Mar 24, 2020",78.39,78.03,79.88,77.33,-0.46%
283,"Mar 23, 2020",78.75,73.76,79.68,73.69,4.92%
284,"Mar 22, 2020",75.05,75.08,75.55,72.45,-0.16%
285,"Mar 21, 2020",75.05,75.08,75.55,72.45,-0.16%
286,"Mar 20, 2020",75.05,75.08,75.55,72.45,-0.16%
287,"Mar 19, 2020",75.17,77.64,78.35,73.49,0.21%
288,"Mar 18, 2020",75.01,74.49,77.2,73.76,-1.92%
289,"Mar 17, 2020",76.48,76.9,78.82,75.45,0.41%
290,"Mar 16, 2020",76.17,77.68,79.23,74.99,-1.65%
291,"Mar 15, 2020",77.45,75.32,78.26,74.82,1.65%
292,"Mar 14, 2020",77.45,75.32,78.26,74.82,1.65%
293,"Mar 13, 2020",77.45,75.32,78.26,74.82,1.65%
294,"Mar 12, 2020",76.19,76.18,77.64,74.04,-3.40%
295,"Mar 11, 2020",78.87,79.71,79.71,77.91,-1.17%
296,"Mar 10, 2020",79.8,80.1,80.25,78.85,0.73%
297,"Mar 09, 2020",79.22,79.65,81.24,78.33,-1.89%
298,"Mar 08, 2020",80.75,81.52,81.52,80.43,-0.52%
299,"Mar 07, 2020",80.75,81.52,81.52,80.43,-0.52%
300,"Mar 06, 2020",80.75,81.52,81.52,80.43,-0.52%
301,"Mar 05, 2020",81.17,81.16,81.38,81.06,-0.79%
302,"Mar 04, 2020",81.82,82.25,82.34,81.63,0.02%
303,"Mar 03, 2020",81.8,81.31,81.78,81.16,0.54%
304,"Mar 02, 2020",81.36,81.39,81.57,81.1,0.86%
305,"Mar 01, 2020",80.67,80.11,80.83,79.89,0.70%
306,"Feb 29, 2020",80.67,80.11,80.83,79.89,0.70%
307,"Feb 28, 2020",80.67,80.11,80.83,79.89,0.70%
308,"Feb 27, 2020",80.11,80.03,80.34,80.01,0.29%
309,"Feb 26, 2020",79.88,79.36,79.86,79.36,0.41%
310,"Feb 25, 2020",79.55,79.83,79.87,79.64,-0.57%
311,"Feb 24, 2020",80.01,80.14,80.15,79.92,0.35%
312,"Feb 23, 2020",79.73,80.0,80.0,79.76,-0.26%
313,"Feb 22, 2020",79.73,80.0,80.0,79.76,-0.26%
314,"Feb 21, 2020",79.73,80.0,80.0,79.76,-0.26%
315,"Feb 20, 2020",79.94,79.91,80.09,79.67,0.65%
316,"Feb 19, 2020",79.42,79.35,79.54,79.28,0.46%
317,"Feb 18, 2020",79.06,79.15,79.15,78.88,-0.04%
318,"Feb 17, 2020",79.09,79.04,79.18,78.62,0.14%
319,"Feb 16, 2020",78.98,79.02,79.14,78.86,0.43%
320,"Feb 15, 2020",78.98,79.02,79.14,78.86,0.43%
321,"Feb 14, 2020",78.98,79.02,79.14,78.86,0.43%
322,"Feb 13, 2020",78.64,79.3,79.3,78.61,-0.66%
323,"Feb 12, 2020",79.16,79.32,79.32,79.25,-0.48%
324,"Feb 11, 2020",79.54,79.64,79.64,79.56,-0.24%
325,"Feb 10, 2020",79.73,80.0,80.0,79.53,-0.04%
326,"Feb 09, 2020",79.76,79.61,79.64,79.51,0.40%
327,"Feb 08, 2020",79.76,79.61,79.64,79.51,0.40%
328,"Feb 07, 2020",79.76,79.61,79.64,79.51,0.40%
329,"Feb 06, 2020",79.44,78.98,79.36,78.98,0.34%
330,"Feb 05, 2020",79.17,79.29,79.31,78.72,0.11%
331,"Feb 04, 2020",79.08,79.84,79.84,79.09,-0.44%
332,"Feb 03, 2020",79.43,78.83,79.55,78.73,1.26%
333,"Feb 02, 2020",78.44,78.65,78.72,78.41,-0.22%
334,"Feb 01, 2020",78.44,78.65,78.72,78.41,-0.22%
335,"Jan 31, 2020",78.44,78.65,78.72,78.41,-0.22%
336,"Jan 30, 2020",78.61,79.34,79.34,78.67,-0.64%
337,"Jan 29, 2020",79.12,78.99,79.22,78.93,0.08%
338,"Jan 28, 2020",79.06,79.04,79.11,79.02,0.37%
339,"Jan 27, 2020",78.77,78.8,78.89,78.5,0.22%
340,"Jan 26, 2020",78.6,78.41,78.48,78.33,0.41%
341,"Jan 25, 2020",78.6,78.41,78.48,78.33,0.41%
342,"Jan 24, 2020",78.6,78.41,78.48,78.33,0.41%
343,"Jan 23, 2020",78.28,78.31,78.39,78.24,0.22%
344,"Jan 22, 2020",78.11,78.57,78.57,78.06,-0.57%
345,"Jan 21, 2020",78.56,78.69,78.69,78.3,-0.01%
346,"Jan 20, 2020",78.57,78.86,78.86,78.52,0.17%
347,"Jan 19, 2020",78.44,78.06,78.42,78.06,0.29%
348,"Jan 18, 2020",78.44,78.06,78.42,78.06,0.29%
349,"Jan 17, 2020",78.44,78.06,78.42,78.06,0.29%
350,"Jan 16, 2020",78.21,78.43,78.43,78.28,-0.36%
